bar,line_id,role,quality,touches,atr,tf,arm,outcome,symbol
6738,4h-R-16673,resistance,87.39,5,5.5198233078417465,4h,random,hold,XAUUSD.a
3280,4h-R-16667,resistance,91.87,4,5.457577189259596,4h,line,break,XAUUSD.a
3280,4h-R-16667,resistance,91.87,4,5.457577189259596,4h,placebo,hold,XAUUSD.a
10891,4h-R-16667,resistance,91.87,4,5.457577189259596,4h,random,break,XAUUSD.a
3296,4h-R-16396,resistance,90.25,5,4.067865917299394,4h,line,break,XAUUSD.a
3296,4h-R-16396,resistance,90.25,5,4.067865917299394,4h,placebo,break,XAUUSD.a
2674,4h-R-16396,resistance,90.25,5,4.067865917299394,4h,random,break,XAUUSD.a
3313,4h-R-16431,resistance,78.3,4,6.056079811601544,4h,line,break,XAUUSD.a
3313,4h-R-16431,resistance,78.3,4,6.056079811601544,4h,placebo,break,XAUUSD.a
8024,4h-R-16431,resistance,78.3,4,6.056079811601544,4h,random,break,XAUUSD.a
3314,4h-R-16436,resistance,76.85,4,6.257074110772854,4h,line,break,XAUUSD.a
3314,4h-R-16436,resistance,76.85,4,6.257074110772854,4h,placebo,break,XAUUSD.a
11575,4h-R-16436,resistance,76.85,4,6.257074110772854,4h,random,hold,XAUUSD.a
3343,4h-S-16950,support,98.82,4,13.914112272961935,4h,line,break,XAUUSD.a
3343,4h-S-16950,support,98.82,4,13.914112272961935,4h,placebo,break,XAUUSD.a
10619,4h-S-16950,support,98.82,4,13.914112272961935,4h,random,break,XAUUSD.a
3343,4h-S-16953,support,97.07,4,13.914112272961935,4h,line,break,XAUUSD.a
3343,4h-S-16953,support,97.07,4,13.914112272961935,4h,placebo,hold,XAUUSD.a
3749,4h-S-16953,support,97.07,4,13.914112272961935,4h,random,hold,XAUUSD.a
3343,4h-S-16956,support,95.32,4,13.914112272961935,4h,line,break,XAUUSD.a
3343,4h-S-16956,support,95.32,4,13.914112272961935,4h,placebo,hold,XAUUSD.a
1585,4h-S-16956,support,95.32,4,13.914112272961935,4h,random,break,XAUUSD.a
3343,4h-S-16957,support,94.67,4,13.914112272961935,4h,line,break,XAUUSD.a
3343,4h-S-16957,support,94.67,4,13.914112272961935,4h,placebo,break,XAUUSD.a
1303,4h-S-16957,support,94.67,4,13.914112272961935,4h,random,break,XAUUSD.a
3343,4h-S-16959,support,93.87,4,13.914112272961935,4h,line,break,XAUUSD.a
3343,4h-S-16959,support,93.87,4,13.914112272961935,4h,placebo,hold,XAUUSD.a
9424,4h-S-16959,support,93.87,4,13.914112272961935,4h,random,hold,XAUUSD.a
3343,4h-S-16966,support,89.47,4,13.914112272961935,4h,line,break,XAUUSD.a
3343,4h-S-16966,support,89.47,4,13.914112272961935,4h,placebo,break,XAUUSD.a
7722,4h-S-16966,support,89.47,4,13.914112272961935,4h,random,hold,XAUUSD.a
3343,4h-S-16967,support,88.97,4,13.914112272961935,4h,line,break,XAUUSD.a
3343,4h-S-16967,support,88.97,4,13.914112272961935,4h,placebo,hold,XAUUSD.a
1541,4h-S-16967,support,88.97,4,13.914112272961935,4h,random,hold,XAUUSD.a
3370,4h-R-16980,resistance,94.21,4,13.47104222662577,4h,line,break,XAUUSD.a
3370,4h-R-16980,resistance,94.21,4,13.47104222662577,4h,placebo,hold,XAUUSD.a
6724,4h-R-16980,resistance,94.21,4,13.47104222662577,4h,random,hold,XAUUSD.a
3370,4h-R-16982,resistance,92.76,4,13.47104222662577,4h,line,break,XAUUSD.a
3370,4h-R-16982,resistance,92.76,4,13.47104222662577,4h,placebo,break,XAUUSD.a
4825,4h-R-16982,resistance,92.76,4,13.47104222662577,4h,random,hold,XAUUSD.a
3371,4h-R-16975,resistance,96.55,4,13.188110639009642,4h,line,break,XAUUSD.a
3371,4h-R-16975,resistance,96.55,4,13.188110639009642,4h,placebo,hold,XAUUSD.a
12638,4h-R-16975,resistance,96.55,4,13.188110639009642,4h,random,hold,XAUUSD.a
3371,4h-R-16978,resistance,95.6,4,13.188110639009642,4h,line,hold,XAUUSD.a
3371,4h-R-16978,resistance,95.6,4,13.188110639009642,4h,placebo,hold,XAUUSD.a
4273,4h-R-16978,resistance,95.6,4,13.188110639009642,4h,random,hold,XAUUSD.a
3371,4h-R-16979,resistance,93.65,4,13.188110639009642,4h,line,break,XAUUSD.a
3371,4h-R-16979,resistance,93.65,4,13.188110639009642,4h,placebo,break,XAUUSD.a
5439,4h-R-16979,resistance,93.65,4,13.188110639009642,4h,random,break,XAUUSD.a
3378,4h-R-16991,resistance,82.04,4,17.94463759842171,4h,line,hold,XAUUSD.a
3378,4h-R-16991,resistance,82.04,4,17.94463759842171,4h,placebo,hold,XAUUSD.a
12837,4h-R-16991,resistance,82.04,4,17.94463759842171,4h,random,hold,XAUUSD.a
3434,4h-R-17370,resistance,82.15,4,28.009024407948115,4h,line,break,XAUUSD.a
3434,4h-R-17370,resistance,82.15,4,28.009024407948115,4h,placebo,break,XAUUSD.a
9726,4h-R-17370,resistance,82.15,4,28.009024407948115,4h,random,hold,XAUUSD.a
3434,4h-R-17371,resistance,67.1,3,28.009024407948115,4h,line,break,XAUUSD.a
3434,4h-R-17371,resistance,67.1,3,28.009024407948115,4h,placebo,hold,XAUUSD.a
5520,4h-R-17371,resistance,67.1,3,28.009024407948115,4h,random,break,XAUUSD.a
3478,4h-S-17472,support,98.05,4,17.126432124939775,4h,line,break,XAUUSD.a
3478,4h-S-17472,support,98.05,4,17.126432124939775,4h,placebo,break,XAUUSD.a
10896,4h-S-17472,support,98.05,4,17.126432124939775,4h,random,break,XAUUSD.a
3478,4h-S-17474,support,97.2,4,17.126432124939775,4h,line,hold,XAUUSD.a
3478,4h-S-17474,support,97.2,4,17.126432124939775,4h,placebo,hold,XAUUSD.a
13192,4h-S-17474,support,97.2,4,17.126432124939775,4h,random,break,XAUUSD.a
3478,4h-S-17476,support,95.8,4,17.126432124939775,4h,line,hold,XAUUSD.a
3478,4h-S-17476,support,95.8,4,17.126432124939775,4h,placebo,break,XAUUSD.a
2604,4h-S-17476,support,95.8,4,17.126432124939775,4h,random,break,XAUUSD.a
3478,4h-S-17479,support,94.85,4,17.126432124939775,4h,line,break,XAUUSD.a
3478,4h-S-17479,support,94.85,4,17.126432124939775,4h,placebo,hold,XAUUSD.a
5326,4h-S-17479,support,94.85,4,17.126432124939775,4h,random,break,XAUUSD.a
3479,4h-S-17490,support,87.29,4,17.586686973158358,4h,line,hold,XAUUSD.a
3479,4h-S-17490,support,87.29,4,17.586686973158358,4h,placebo,hold,XAUUSD.a
7189,4h-S-17490,support,87.29,4,17.586686973158358,4h,random,hold,XAUUSD.a
3490,4h-R-17589,resistance,87.14,5,16.16820140843521,4h,line,break,XAUUSD.a
3490,4h-R-17589,resistance,87.14,5,16.16820140843521,4h,placebo,hold,XAUUSD.a
2316,4h-R-17589,resistance,87.14,5,16.16820140843521,4h,random,break,XAUUSD.a
3496,4h-R-17584,resistance,90.75,5,14.32579586206211,4h,line,break,XAUUSD.a
3496,4h-R-17584,resistance,90.75,5,14.32579586206211,4h,placebo,hold,XAUUSD.a
8801,4h-R-17584,resistance,90.75,5,14.32579586206211,4h,random,break,XAUUSD.a
3496,4h-R-17590,resistance,87.1,5,14.32579586206211,4h,line,break,XAUUSD.a
3496,4h-R-17590,resistance,87.1,5,14.32579586206211,4h,placebo,hold,XAUUSD.a
9697,4h-R-17590,resistance,87.1,5,14.32579586206211,4h,random,hold,XAUUSD.a
3498,4h-R-17586,resistance,89.37,4,13.984691330043345,4h,line,break,XAUUSD.a
3498,4h-R-17586,resistance,89.37,4,13.984691330043345,4h,placebo,break,XAUUSD.a
263,4h-R-17586,resistance,89.37,4,13.984691330043345,4h,random,break,XAUUSD.a
3500,4h-R-17571,resistance,98.41,4,13.832106299884318,4h,line,break,XAUUSD.a
3500,4h-R-17571,resistance,98.41,4,13.832106299884318,4h,placebo,hold,XAUUSD.a
11751,4h-R-17571,resistance,98.41,4,13.832106299884318,4h,random,break,XAUUSD.a
3500,4h-R-17573,resistance,97.81,4,13.832106299884318,4h,line,break,XAUUSD.a
3500,4h-R-17573,resistance,97.81,4,13.832106299884318,4h,placebo,break,XAUUSD.a
6719,4h-R-17573,resistance,97.81,4,13.832106299884318,4h,random,hold,XAUUSD.a
3500,4h-R-17576,resistance,95.61,4,13.832106299884318,4h,line,break,XAUUSD.a
3500,4h-R-17576,resistance,95.61,4,13.832106299884318,4h,placebo,break,XAUUSD.a
12329,4h-R-17576,resistance,95.61,4,13.832106299884318,4h,random,break,XAUUSD.a
3500,4h-R-17583,resistance,92.46,4,13.832106299884318,4h,line,break,XAUUSD.a
3500,4h-R-17583,resistance,92.46,4,13.832106299884318,4h,placebo,break,XAUUSD.a
2322,4h-R-17583,resistance,92.46,4,13.832106299884318,4h,random,hold,XAUUSD.a
3522,4h-S-17760,support,79.84,4,14.018023292939779,4h,line,hold,XAUUSD.a
3522,4h-S-17760,support,79.84,4,14.018023292939779,4h,placebo,hold,XAUUSD.a
12885,4h-S-17760,support,79.84,4,14.018023292939779,4h,random,break,XAUUSD.a
3522,4h-S-17761,support,79.59,4,14.018023292939779,4h,line,hold,XAUUSD.a
3522,4h-S-17761,support,79.59,4,14.018023292939779,4h,placebo,break,XAUUSD.a
6576,4h-S-17761,support,79.59,4,14.018023292939779,4h,random,hold,XAUUSD.a
3522,4h-S-17762,support,78.84,4,14.018023292939779,4h,line,break,XAUUSD.a
3522,4h-S-17762,support,78.84,4,14.018023292939779,4h,placebo,hold,XAUUSD.a
9872,4h-S-17762,support,78.84,4,14.018023292939779,4h,random,break,XAUUSD.a
3522,4h-S-17763,support,78.59,4,14.018023292939779,4h,line,break,XAUUSD.a
3522,4h-S-17763,support,78.59,4,14.018023292939779,4h,placebo,hold,XAUUSD.a
3874,4h-S-17763,support,78.59,4,14.018023292939779,4h,random,hold,XAUUSD.a
3538,4h-S-17763,support,73.53,6,15.335236132953172,4h,line,break,XAUUSD.a
3538,4h-S-17763,support,73.53,6,15.335236132953172,4h,placebo,break,XAUUSD.a
10019,4h-S-17763,support,73.53,6,15.335236132953172,4h,random,break,XAUUSD.a
3541,4h-S-17760,support,73.15,6,14.194684323650902,4h,line,break,XAUUSD.a
3541,4h-S-17760,support,73.15,6,14.194684323650902,4h,placebo,break,XAUUSD.a
9595,4h-S-17760,support,73.15,6,14.194684323650902,4h,random,break,XAUUSD.a
3544,4h-S-17761,support,74.81,7,15.303262193535392,4h,line,break,XAUUSD.a
3544,4h-S-17761,support,74.81,7,15.303262193535392,4h,placebo,hold,XAUUSD.a
2863,4h-S-17761,support,74.81,7,15.303262193535392,4h,random,hold,XAUUSD.a
3548,4h-S-17759,support,76.85,5,16.0131039543306,4h,line,break,XAUUSD.a
3548,4h-S-17759,support,76.85,5,16.0131039543306,4h,placebo,break,XAUUSD.a
12334,4h-S-17759,support,76.85,5,16.0131039543306,4h,random,hold,XAUUSD.a
3551,4h-S-17764,support,80.12,5,15.650032575679408,4h,line,break,XAUUSD.a
3551,4h-S-17764,support,80.12,5,15.650032575679408,4h,placebo,hold,XAUUSD.a
9240,4h-S-17764,support,80.12,5,15.650032575679408,4h,random,hold,XAUUSD.a
3561,4h-S-17745,support,94.18,5,15.376692898754253,4h,line,hold,XAUUSD.a
3561,4h-S-17745,support,94.18,5,15.376692898754253,4h,placebo,hold,XAUUSD.a
7226,4h-S-17745,support,94.18,5,15.376692898754253,4h,random,hold,XAUUSD.a
3561,4h-S-17755,support,84.33,4,15.376692898754253,4h,line,hold,XAUUSD.a
3561,4h-S-17755,support,84.33,4,15.376692898754253,4h,placebo,break,XAUUSD.a
11074,4h-S-17755,support,84.33,4,15.376692898754253,4h,random,break,XAUUSD.a
3604,4h-S-17755,support,82.26,6,13.283143941312366,4h,line,break,XAUUSD.a
3604,4h-S-17755,support,82.26,6,13.283143941312366,4h,placebo,break,XAUUSD.a
943,4h-S-17755,support,82.26,6,13.283143941312366,4h,random,break,XAUUSD.a
3608,4h-S-17745,support,91.05,6,12.521449503014972,4h,line,hold,XAUUSD.a
3608,4h-S-17745,support,91.05,6,12.521449503014972,4h,placebo,hold,XAUUSD.a
916,4h-S-17745,support,91.05,6,12.521449503014972,4h,random,break,XAUUSD.a
3608,4h-S-17748,support,90.2,6,12.521449503014972,4h,line,hold,XAUUSD.a
3608,4h-S-17748,support,90.2,6,12.521449503014972,4h,placebo,hold,XAUUSD.a
1317,4h-S-17748,support,90.2,6,12.521449503014972,4h,random,break,XAUUSD.a
3629,4h-S-17745,support,85.54,7,10.757797457879832,4h,line,hold,XAUUSD.a
3629,4h-S-17745,support,85.54,7,10.757797457879832,4h,placebo,hold,XAUUSD.a
5842,4h-S-17745,support,85.54,7,10.757797457879832,4h,random,hold,XAUUSD.a
3634,4h-R-18169,resistance,100.0,4,11.035022222006793,4h,line,hold,XAUUSD.a
3634,4h-R-18169,resistance,100.0,4,11.035022222006793,4h,placebo,break,XAUUSD.a
13064,4h-R-18169,resistance,100.0,4,11.035022222006793,4h,random,break,XAUUSD.a
3634,4h-R-18170,resistance,100.0,4,11.035022222006793,4h,line,hold,XAUUSD.a
3634,4h-R-18170,resistance,100.0,4,11.035022222006793,4h,placebo,break,XAUUSD.a
10767,4h-R-18170,resistance,100.0,4,11.035022222006793,4h,random,hold,XAUUSD.a
3634,4h-R-18171,resistance,99.58,4,11.035022222006793,4h,line,hold,XAUUSD.a
3634,4h-R-18171,resistance,99.58,4,11.035022222006793,4h,placebo,break,XAUUSD.a
2386,4h-R-18171,resistance,99.58,4,11.035022222006793,4h,random,break,XAUUSD.a
3634,4h-R-18172,resistance,99.18,4,11.035022222006793,4h,line,hold,XAUUSD.a
3634,4h-R-18172,resistance,99.18,4,11.035022222006793,4h,placebo,hold,XAUUSD.a
8410,4h-R-18172,resistance,99.18,4,11.035022222006793,4h,random,hold,XAUUSD.a
3634,4h-R-18174,resistance,98.18,4,11.035022222006793,4h,line,hold,XAUUSD.a
3634,4h-R-18174,resistance,98.18,4,11.035022222006793,4h,placebo,break,XAUUSD.a
11578,4h-R-18174,resistance,98.18,4,11.035022222006793,4h,random,hold,XAUUSD.a
3634,4h-R-18175,resistance,97.28,4,11.035022222006793,4h,line,hold,XAUUSD.a
3634,4h-R-18175,resistance,97.28,4,11.035022222006793,4h,placebo,break,XAUUSD.a
5015,4h-R-18175,resistance,97.28,4,11.035022222006793,4h,random,break,XAUUSD.a
3662,4h-R-18172,resistance,98.21,6,9.10901559580917,4h,line,break,XAUUSD.a
3662,4h-R-18172,resistance,98.21,6,9.10901559580917,4h,placebo,hold,XAUUSD.a
6953,4h-R-18172,resistance,98.21,6,9.10901559580917,4h,random,hold,XAUUSD.a
3664,4h-R-18173,resistance,90.66,4,10.037416508631383,4h,line,break,XAUUSD.a
3664,4h-R-18173,resistance,90.66,4,10.037416508631383,4h,placebo,break,XAUUSD.a
12700,4h-R-18173,resistance,90.66,4,10.037416508631383,4h,random,hold,XAUUSD.a
3664,4h-R-18269,resistance,82.45,3,10.037416508631383,4h,line,break,XAUUSD.a
3664,4h-R-18269,resistance,82.45,3,10.037416508631383,4h,placebo,hold,XAUUSD.a
3885,4h-R-18269,resistance,82.45,3,10.037416508631383,4h,random,break,XAUUSD.a
3692,4h-S-18441,support,97.86,4,9.278361509134564,4h,line,break,XAUUSD.a
3692,4h-S-18441,support,97.86,4,9.278361509134564,4h,placebo,break,XAUUSD.a
1515,4h-S-18441,support,97.86,4,9.278361509134564,4h,random,break,XAUUSD.a
3692,4h-S-18442,support,96.91,4,9.278361509134564,4h,line,break,XAUUSD.a
3692,4h-S-18442,support,96.91,4,9.278361509134564,4h,placebo,hold,XAUUSD.a
10675,4h-S-18442,support,96.91,4,9.278361509134564,4h,random,break,XAUUSD.a
3692,4h-S-18447,support,94.66,4,9.278361509134564,4h,line,break,XAUUSD.a
3692,4h-S-18447,support,94.66,4,9.278361509134564,4h,placebo,break,XAUUSD.a
12329,4h-S-18447,support,94.66,4,9.278361509134564,4h,random,hold,XAUUSD.a
3692,4h-S-18320,support,82.5,7,9.278361509134564,4h,line,break,XAUUSD.a
3692,4h-S-18320,support,82.5,7,9.278361509134564,4h,placebo,break,XAUUSD.a
196,4h-S-18320,support,82.5,7,9.278361509134564,4h,random,hold,XAUUSD.a
3692,4h-S-18321,support,82.25,7,9.278361509134564,4h,line,break,XAUUSD.a
3692,4h-S-18321,support,82.25,7,9.278361509134564,4h,placebo,break,XAUUSD.a
12896,4h-S-18321,support,82.25,7,9.278361509134564,4h,random,hold,XAUUSD.a
3692,4h-S-18322,support,80.3,7,9.278361509134564,4h,line,break,XAUUSD.a
3692,4h-S-18322,support,80.3,7,9.278361509134564,4h,placebo,hold,XAUUSD.a
2528,4h-S-18322,support,80.3,7,9.278361509134564,4h,random,hold,XAUUSD.a
3793,4h-S-19003,support,90.48,4,9.984935363392923,4h,line,break,XAUUSD.a
3793,4h-S-19003,support,90.48,4,9.984935363392923,4h,placebo,break,XAUUSD.a
1546,4h-S-19003,support,90.48,4,9.984935363392923,4h,random,hold,XAUUSD.a
3793,4h-S-18990,support,84.23,3,9.984935363392923,4h,line,break,XAUUSD.a
3793,4h-S-18990,support,84.23,3,9.984935363392923,4h,placebo,break,XAUUSD.a
5728,4h-S-18990,support,84.23,3,9.984935363392923,4h,random,break,XAUUSD.a
3793,4h-S-19001,support,77.23,3,9.984935363392923,4h,line,break,XAUUSD.a
3793,4h-S-19001,support,77.23,3,9.984935363392923,4h,placebo,hold,XAUUSD.a
4910,4h-S-19001,support,77.23,3,9.984935363392923,4h,random,hold,XAUUSD.a
3793,4h-S-19005,support,75.73,3,9.984935363392923,4h,line,break,XAUUSD.a
3793,4h-S-19005,support,75.73,3,9.984935363392923,4h,placebo,break,XAUUSD.a
3870,4h-S-19005,support,75.73,3,9.984935363392923,4h,random,hold,XAUUSD.a
3867,4h-S-19384,support,96.0,4,8.802462007460331,4h,line,break,XAUUSD.a
3867,4h-S-19384,support,96.0,4,8.802462007460331,4h,placebo,break,XAUUSD.a
9335,4h-S-19384,support,96.0,4,8.802462007460331,4h,random,break,XAUUSD.a
3867,4h-S-19385,support,95.8,4,8.802462007460331,4h,line,break,XAUUSD.a
3867,4h-S-19385,support,95.8,4,8.802462007460331,4h,placebo,break,XAUUSD.a
12048,4h-S-19385,support,95.8,4,8.802462007460331,4h,random,hold,XAUUSD.a
3867,4h-S-19388,support,93.9,4,8.802462007460331,4h,line,break,XAUUSD.a
3867,4h-S-19388,support,93.9,4,8.802462007460331,4h,placebo,hold,XAUUSD.a
5480,4h-S-19388,support,93.9,4,8.802462007460331,4h,random,hold,XAUUSD.a
3867,4h-S-19389,support,92.4,4,8.802462007460331,4h,line,hold,XAUUSD.a
3867,4h-S-19389,support,92.4,4,8.802462007460331,4h,placebo,hold,XAUUSD.a
4134,4h-S-19389,support,92.4,4,8.802462007460331,4h,random,break,XAUUSD.a
3867,4h-S-19392,support,91.5,4,8.802462007460331,4h,line,break,XAUUSD.a
3867,4h-S-19392,support,91.5,4,8.802462007460331,4h,placebo,break,XAUUSD.a
10152,4h-S-19392,support,91.5,4,8.802462007460331,4h,random,break,XAUUSD.a
3867,4h-S-19394,support,90.35,4,8.802462007460331,4h,line,break,XAUUSD.a
3867,4h-S-19394,support,90.35,4,8.802462007460331,4h,placebo,hold,XAUUSD.a
6738,4h-S-19394,support,90.35,4,8.802462007460331,4h,random,break,XAUUSD.a
3867,4h-S-19395,support,90.0,4,8.802462007460331,4h,line,break,XAUUSD.a
3867,4h-S-19395,support,90.0,4,8.802462007460331,4h,placebo,hold,XAUUSD.a
10835,4h-S-19395,support,90.0,4,8.802462007460331,4h,random,hold,XAUUSD.a
3867,4h-S-19251,support,80.31,7,8.802462007460331,4h,line,break,XAUUSD.a
3867,4h-S-19251,support,80.31,7,8.802462007460331,4h,placebo,break,XAUUSD.a
1274,4h-S-19251,support,80.31,7,8.802462007460331,4h,random,break,XAUUSD.a
3869,4h-S-19391,support,93.1,5,8.434724894187749,4h,line,hold,XAUUSD.a
3869,4h-S-19391,support,93.1,5,8.434724894187749,4h,placebo,hold,XAUUSD.a
3722,4h-S-19391,support,93.1,5,8.434724894187749,4h,random,hold,XAUUSD.a
3872,4h-S-19285,support,95.58,5,8.603374851505286,4h,line,hold,XAUUSD.a
3872,4h-S-19285,support,95.58,5,8.603374851505286,4h,placebo,hold,XAUUSD.a
407,4h-S-19285,support,95.58,5,8.603374851505286,4h,random,hold,XAUUSD.a
3872,4h-S-19286,support,95.28,5,8.603374851505286,4h,line,hold,XAUUSD.a
3872,4h-S-19286,support,95.28,5,8.603374851505286,4h,placebo,hold,XAUUSD.a
7602,4h-S-19286,support,95.28,5,8.603374851505286,4h,random,hold,XAUUSD.a
3872,4h-S-19287,support,94.88,5,8.603374851505286,4h,line,hold,XAUUSD.a
3872,4h-S-19287,support,94.88,5,8.603374851505286,4h,placebo,hold,XAUUSD.a
220,4h-S-19287,support,94.88,5,8.603374851505286,4h,random,break,XAUUSD.a
3890,4h-R-19433,resistance,93.72,4,7.881112126958305,4h,line,break,XAUUSD.a
3890,4h-R-19433,resistance,93.72,4,7.881112126958305,4h,placebo,hold,XAUUSD.a
12178,4h-R-19433,resistance,93.72,4,7.881112126958305,4h,random,hold,XAUUSD.a
3890,4h-R-19434,resistance,93.12,4,7.881112126958305,4h,line,break,XAUUSD.a
3890,4h-R-19434,resistance,93.12,4,7.881112126958305,4h,placebo,hold,XAUUSD.a
1168,4h-R-19434,resistance,93.12,4,7.881112126958305,4h,random,hold,XAUUSD.a
3890,4h-R-19436,resistance,92.27,4,7.881112126958305,4h,line,break,XAUUSD.a
3890,4h-R-19436,resistance,92.27,4,7.881112126958305,4h,placebo,break,XAUUSD.a
1384,4h-R-19436,resistance,92.27,4,7.881112126958305,4h,random,hold,XAUUSD.a
3890,4h-R-19437,resistance,91.87,4,7.881112126958305,4h,line,break,XAUUSD.a
3890,4h-R-19437,resistance,91.87,4,7.881112126958305,4h,placebo,hold,XAUUSD.a
4253,4h-R-19437,resistance,91.87,4,7.881112126958305,4h,random,break,XAUUSD.a
3890,4h-R-19438,resistance,76.07,3,7.881112126958305,4h,line,break,XAUUSD.a
3890,4h-R-19438,resistance,76.07,3,7.881112126958305,4h,placebo,break,XAUUSD.a
7047,4h-R-19438,resistance,76.07,3,7.881112126958305,4h,random,break,XAUUSD.a
3894,4h-R-18618,resistance,78.05,8,7.1219667185041455,4h,line,break,XAUUSD.a
3894,4h-R-18618,resistance,78.05,8,7.1219667185041455,4h,placebo,break,XAUUSD.a
10719,4h-R-18618,resistance,78.05,8,7.1219667185041455,4h,random,hold,XAUUSD.a
3895,4h-R-18617,resistance,78.8,7,7.0661119528967005,4h,line,break,XAUUSD.a
3895,4h-R-18617,resistance,78.8,7,7.0661119528967005,4h,placebo,hold,XAUUSD.a
2356,4h-R-18617,resistance,78.8,7,7.0661119528967005,4h,random,break,XAUUSD.a
3924,4h-R-19682,resistance,96.73,4,7.594238650698012,4h,line,hold,XAUUSD.a
3924,4h-R-19682,resistance,96.73,4,7.594238650698012,4h,placebo,break,XAUUSD.a
7227,4h-R-19682,resistance,96.73,4,7.594238650698012,4h,random,break,XAUUSD.a
3942,4h-R-19802,resistance,85.57,4,5.705151016289167,4h,line,break,XAUUSD.a
3942,4h-R-19802,resistance,85.57,4,5.705151016289167,4h,placebo,hold,XAUUSD.a
11955,4h-R-19802,resistance,85.57,4,5.705151016289167,4h,random,break,XAUUSD.a
3945,4h-R-19682,resistance,93.62,6,5.908067340665921,4h,line,break,XAUUSD.a
3945,4h-R-19682,resistance,93.62,6,5.908067340665921,4h,placebo,hold,XAUUSD.a
11509,4h-R-19682,resistance,93.62,6,5.908067340665921,4h,random,break,XAUUSD.a
3948,4h-R-19681,resistance,90.35,5,5.713999251983613,4h,line,break,XAUUSD.a
3948,4h-R-19681,resistance,90.35,5,5.713999251983613,4h,placebo,break,XAUUSD.a
9820,4h-R-19681,resistance,90.35,5,5.713999251983613,4h,random,break,XAUUSD.a
3948,4h-R-19683,resistance,88.7,5,5.713999251983613,4h,line,break,XAUUSD.a
3948,4h-R-19683,resistance,88.7,5,5.713999251983613,4h,placebo,break,XAUUSD.a
1538,4h-R-19683,resistance,88.7,5,5.713999251983613,4h,random,break,XAUUSD.a
3948,4h-R-19684,resistance,88.65,5,5.713999251983613,4h,line,break,XAUUSD.a
3948,4h-R-19684,resistance,88.65,5,5.713999251983613,4h,placebo,break,XAUUSD.a
7157,4h-R-19684,resistance,88.65,5,5.713999251983613,4h,random,hold,XAUUSD.a
3996,4h-R-19996,resistance,88.66,4,15.37598618863571,4h,line,hold,XAUUSD.a
3996,4h-R-19996,resistance,88.66,4,15.37598618863571,4h,placebo,hold,XAUUSD.a
9745,4h-R-19996,resistance,88.66,4,15.37598618863571,4h,random,hold,XAUUSD.a
3996,4h-R-19998,resistance,87.31,4,15.37598618863571,4h,line,hold,XAUUSD.a
3996,4h-R-19998,resistance,87.31,4,15.37598618863571,4h,placebo,break,XAUUSD.a
6897,4h-R-19998,resistance,87.31,4,15.37598618863571,4h,random,hold,XAUUSD.a
4000,4h-S-20021,support,83.74,5,14.606385400188062,4h,line,break,XAUUSD.a
4000,4h-S-20021,support,83.74,5,14.606385400188062,4h,placebo,break,XAUUSD.a
9595,4h-S-20021,support,83.74,5,14.606385400188062,4h,random,break,XAUUSD.a
4000,4h-S-20022,support,83.14,5,14.606385400188062,4h,line,break,XAUUSD.a
4000,4h-S-20022,support,83.14,5,14.606385400188062,4h,placebo,break,XAUUSD.a
11791,4h-S-20022,support,83.14,5,14.606385400188062,4h,random,hold,XAUUSD.a
4001,4h-S-20019,support,84.67,4,14.109500728746047,4h,line,hold,XAUUSD.a
4001,4h-S-20019,support,84.67,4,14.109500728746047,4h,placebo,break,XAUUSD.a
10385,4h-S-20019,support,84.67,4,14.109500728746047,4h,random,break,XAUUSD.a
4001,4h-S-20020,support,84.22,5,14.109500728746047,4h,line,break,XAUUSD.a
4001,4h-S-20020,support,84.22,5,14.109500728746047,4h,placebo,hold,XAUUSD.a
7618,4h-S-20020,support,84.22,5,14.109500728746047,4h,random,break,XAUUSD.a
4002,4h-S-20017,support,84.95,4,13.633822105264189,4h,line,hold,XAUUSD.a
4002,4h-S-20017,support,84.95,4,13.633822105264189,4h,placebo,hold,XAUUSD.a
9580,4h-S-20017,support,84.95,4,13.633822105264189,4h,random,break,XAUUSD.a
4003,4h-S-20006,support,91.35,4,13.295691954888182,4h,line,hold,XAUUSD.a
4003,4h-S-20006,support,91.35,4,13.295691954888182,4h,placebo,hold,XAUUSD.a
8655,4h-S-20006,support,91.35,4,13.295691954888182,4h,random,break,XAUUSD.a
4003,4h-S-20007,support,90.75,4,13.295691954888182,4h,line,hold,XAUUSD.a
4003,4h-S-20007,support,90.75,4,13.295691954888182,4h,placebo,break,XAUUSD.a
6252,4h-S-20007,support,90.75,4,13.295691954888182,4h,random,break,XAUUSD.a
4003,4h-S-20009,support,89.8,4,13.295691954888182,4h,line,hold,XAUUSD.a
4003,4h-S-20009,support,89.8,4,13.295691954888182,4h,placebo,break,XAUUSD.a
12777,4h-S-20009,support,89.8,4,13.295691954888182,4h,random,hold,XAUUSD.a
4003,4h-S-20011,support,88.75,4,13.295691954888182,4h,line,hold,XAUUSD.a
4003,4h-S-20011,support,88.75,4,13.295691954888182,4h,placebo,break,XAUUSD.a
12247,4h-S-20011,support,88.75,4,13.295691954888182,4h,random,hold,XAUUSD.a
4003,4h-S-20012,support,88.55,4,13.295691954888182,4h,line,hold,XAUUSD.a
4003,4h-S-20012,support,88.55,4,13.295691954888182,4h,placebo,hold,XAUUSD.a
11959,4h-S-20012,support,88.55,4,13.295691954888182,4h,random,break,XAUUSD.a
