bar,line_id,role,quality,touches,atr,tf,arm,outcome,symbol
48877,15m-R-238663,resistance,76.94,3,1.2427759387023454,15m,line,break,XAUUSD.a
48877,15m-R-238663,resistance,76.94,3,1.2427759387023454,15m,placebo,hold,XAUUSD.a
88162,15m-R-238663,resistance,76.94,3,1.2427759387023454,15m,random,hold,XAUUSD.a
48877,15m-R-238664,resistance,76.59,3,1.2427759387023454,15m,line,break,XAUUSD.a
48877,15m-R-238664,resistance,76.59,3,1.2427759387023454,15m,placebo,hold,XAUUSD.a
138411,15m-R-238664,resistance,76.59,3,1.2427759387023454,15m,random,hold,XAUUSD.a
48879,15m-R-238735,resistance,96.56,4,1.2787710900035536,15m,line,break,XAUUSD.a
48879,15m-R-238735,resistance,96.56,4,1.2787710900035536,15m,placebo,break,XAUUSD.a
88687,15m-R-238735,resistance,96.56,4,1.2787710900035536,15m,random,hold,XAUUSD.a
48898,15m-S-238909,support,85.33,3,1.529019263748042,15m,line,hold,XAUUSD.a
48898,15m-S-238909,support,85.33,3,1.529019263748042,15m,placebo,break,XAUUSD.a
125030,15m-S-238909,support,85.33,3,1.529019263748042,15m,random,hold,XAUUSD.a
48898,15m-S-238910,support,84.63,3,1.529019263748042,15m,line,hold,XAUUSD.a
48898,15m-S-238910,support,84.63,3,1.529019263748042,15m,placebo,hold,XAUUSD.a
196680,15m-S-238910,support,84.63,3,1.529019263748042,15m,random,hold,XAUUSD.a
48898,15m-S-238911,support,84.18,3,1.529019263748042,15m,line,hold,XAUUSD.a
48898,15m-S-238911,support,84.18,3,1.529019263748042,15m,placebo,hold,XAUUSD.a
71268,15m-S-238911,support,84.18,3,1.529019263748042,15m,random,break,XAUUSD.a
48898,15m-S-238912,support,83.88,3,1.529019263748042,15m,line,hold,XAUUSD.a
48898,15m-S-238912,support,83.88,3,1.529019263748042,15m,placebo,hold,XAUUSD.a
136391,15m-S-238912,support,83.88,3,1.529019263748042,15m,random,break,XAUUSD.a
48900,15m-S-238918,support,79.37,3,1.5465013039460136,15m,line,hold,XAUUSD.a
48900,15m-S-238918,support,79.37,3,1.5465013039460136,15m,placebo,break,XAUUSD.a
55442,15m-S-238918,support,79.37,3,1.5465013039460136,15m,random,break,XAUUSD.a
48963,15m-R-239216,resistance,93.28,4,1.27604153133334,15m,line,break,XAUUSD.a
48963,15m-R-239216,resistance,93.28,4,1.27604153133334,15m,placebo,break,XAUUSD.a
141102,15m-R-239216,resistance,93.28,4,1.27604153133334,15m,random,break,XAUUSD.a
48963,15m-R-239206,resistance,83.78,3,1.27604153133334,15m,line,break,XAUUSD.a
48963,15m-R-239206,resistance,83.78,3,1.27604153133334,15m,placebo,break,XAUUSD.a
176412,15m-R-239206,resistance,83.78,3,1.27604153133334,15m,random,hold,XAUUSD.a
48963,15m-R-239207,resistance,83.53,3,1.27604153133334,15m,line,break,XAUUSD.a
48963,15m-R-239207,resistance,83.53,3,1.27604153133334,15m,placebo,break,XAUUSD.a
77013,15m-R-239207,resistance,83.53,3,1.27604153133334,15m,random,hold,XAUUSD.a
48963,15m-R-239208,resistance,82.78,3,1.27604153133334,15m,line,break,XAUUSD.a
48963,15m-R-239208,resistance,82.78,3,1.27604153133334,15m,placebo,hold,XAUUSD.a
178036,15m-R-239208,resistance,82.78,3,1.27604153133334,15m,random,hold,XAUUSD.a
48963,15m-R-239209,resistance,82.38,3,1.27604153133334,15m,line,break,XAUUSD.a
48963,15m-R-239209,resistance,82.38,3,1.27604153133334,15m,placebo,break,XAUUSD.a
151401,15m-R-239209,resistance,82.38,3,1.27604153133334,15m,random,hold,XAUUSD.a
48963,15m-R-239211,resistance,81.83,3,1.27604153133334,15m,line,break,XAUUSD.a
48963,15m-R-239211,resistance,81.83,3,1.27604153133334,15m,placebo,break,XAUUSD.a
9213,15m-R-239211,resistance,81.83,3,1.27604153133334,15m,random,break,XAUUSD.a
48963,15m-R-239212,resistance,80.68,3,1.27604153133334,15m,line,break,XAUUSD.a
48963,15m-R-239212,resistance,80.68,3,1.27604153133334,15m,placebo,break,XAUUSD.a
61319,15m-R-239212,resistance,80.68,3,1.27604153133334,15m,random,hold,XAUUSD.a
48963,15m-R-239214,resistance,79.98,3,1.27604153133334,15m,line,break,XAUUSD.a
48963,15m-R-239214,resistance,79.98,3,1.27604153133334,15m,placebo,break,XAUUSD.a
79621,15m-R-239214,resistance,79.98,3,1.27604153133334,15m,random,break,XAUUSD.a
48963,15m-R-239215,resistance,79.33,3,1.27604153133334,15m,line,break,XAUUSD.a
48963,15m-R-239215,resistance,79.33,3,1.27604153133334,15m,placebo,break,XAUUSD.a
40882,15m-R-239215,resistance,79.33,3,1.27604153133334,15m,random,break,XAUUSD.a
49080,15m-S-239917,support,73.59,3,1.486792347765357,15m,line,hold,XAUUSD.a
49080,15m-S-239917,support,73.59,3,1.486792347765357,15m,placebo,hold,XAUUSD.a
33501,15m-S-239917,support,73.59,3,1.486792347765357,15m,random,hold,XAUUSD.a
49080,15m-S-239918,support,73.29,3,1.486792347765357,15m,line,hold,XAUUSD.a
49080,15m-S-239918,support,73.29,3,1.486792347765357,15m,placebo,break,XAUUSD.a
94426,15m-S-239918,support,73.29,3,1.486792347765357,15m,random,hold,XAUUSD.a
49097,15m-S-239970,support,82.83,4,2.5952932293440694,15m,line,hold,XAUUSD.a
49097,15m-S-239970,support,82.83,4,2.5952932293440694,15m,placebo,break,XAUUSD.a
135576,15m-S-239970,support,82.83,4,2.5952932293440694,15m,random,break,XAUUSD.a
49125,15m-S-239778,support,81.84,4,2.867397525967431,15m,line,break,XAUUSD.a
49125,15m-S-239778,support,81.84,4,2.867397525967431,15m,placebo,hold,XAUUSD.a
84733,15m-S-239778,support,81.84,4,2.867397525967431,15m,random,break,XAUUSD.a
49125,15m-S-239779,support,81.74,4,2.867397525967431,15m,line,break,XAUUSD.a
49125,15m-S-239779,support,81.74,4,2.867397525967431,15m,placebo,break,XAUUSD.a
5510,15m-S-239779,support,81.74,4,2.867397525967431,15m,random,hold,XAUUSD.a
49216,15m-S-240547,support,94.81,4,1.5411732198317374,15m,line,break,XAUUSD.a
49216,15m-S-240547,support,94.81,4,1.5411732198317374,15m,placebo,hold,XAUUSD.a
141495,15m-S-240547,support,94.81,4,1.5411732198317374,15m,random,break,XAUUSD.a
49216,15m-S-240550,support,93.11,4,1.5411732198317374,15m,line,break,XAUUSD.a
49216,15m-S-240550,support,93.11,4,1.5411732198317374,15m,placebo,hold,XAUUSD.a
62543,15m-S-240550,support,93.11,4,1.5411732198317374,15m,random,break,XAUUSD.a
49216,15m-S-240551,support,78.31,3,1.5411732198317374,15m,line,break,XAUUSD.a
49216,15m-S-240551,support,78.31,3,1.5411732198317374,15m,placebo,break,XAUUSD.a
61883,15m-S-240551,support,78.31,3,1.5411732198317374,15m,random,hold,XAUUSD.a
49216,15m-S-240553,support,77.51,3,1.5411732198317374,15m,line,break,XAUUSD.a
49216,15m-S-240553,support,77.51,3,1.5411732198317374,15m,placebo,hold,XAUUSD.a
37150,15m-S-240553,support,77.51,3,1.5411732198317374,15m,random,hold,XAUUSD.a
49217,15m-S-240559,support,89.09,4,1.6375179898437633,15m,line,hold,XAUUSD.a
49217,15m-S-240559,support,89.09,4,1.6375179898437633,15m,placebo,break,XAUUSD.a
73056,15m-S-240559,support,89.09,4,1.6375179898437633,15m,random,break,XAUUSD.a
49217,15m-S-240558,support,75.29,3,1.6375179898437633,15m,line,break,XAUUSD.a
49217,15m-S-240558,support,75.29,3,1.6375179898437633,15m,placebo,hold,XAUUSD.a
121226,15m-S-240558,support,75.29,3,1.6375179898437633,15m,random,hold,XAUUSD.a
49340,15m-S-241084,support,84.66,4,1.9546705773042852,15m,line,break,XAUUSD.a
49340,15m-S-241084,support,84.66,4,1.9546705773042852,15m,placebo,break,XAUUSD.a
80083,15m-S-241084,support,84.66,4,1.9546705773042852,15m,random,hold,XAUUSD.a
49364,15m-R-241220,resistance,88.41,4,2.3998993174009366,15m,line,hold,XAUUSD.a
49364,15m-R-241220,resistance,88.41,4,2.3998993174009366,15m,placebo,hold,XAUUSD.a
113393,15m-R-241220,resistance,88.41,4,2.3998993174009366,15m,random,break,XAUUSD.a
49364,15m-R-241222,resistance,87.71,4,2.3998993174009366,15m,line,hold,XAUUSD.a
49364,15m-R-241222,resistance,87.71,4,2.3998993174009366,15m,placebo,break,XAUUSD.a
131635,15m-R-241222,resistance,87.71,4,2.3998993174009366,15m,random,hold,XAUUSD.a
49364,15m-R-241223,resistance,87.26,4,2.3998993174009366,15m,line,hold,XAUUSD.a
49364,15m-R-241223,resistance,87.26,4,2.3998993174009366,15m,placebo,hold,XAUUSD.a
59601,15m-R-241223,resistance,87.26,4,2.3998993174009366,15m,random,hold,XAUUSD.a
49364,15m-R-241224,resistance,86.96,4,2.3998993174009366,15m,line,hold,XAUUSD.a
49364,15m-R-241224,resistance,86.96,4,2.3998993174009366,15m,placebo,hold,XAUUSD.a
171278,15m-R-241224,resistance,86.96,4,2.3998993174009366,15m,random,break,XAUUSD.a
49364,15m-R-241217,resistance,74.91,3,2.3998993174009366,15m,line,break,XAUUSD.a
49364,15m-R-241217,resistance,74.91,3,2.3998993174009366,15m,placebo,hold,XAUUSD.a
41194,15m-R-241217,resistance,74.91,3,2.3998993174009366,15m,random,hold,XAUUSD.a
49364,15m-R-241226,resistance,70.31,3,2.3998993174009366,15m,line,break,XAUUSD.a
49364,15m-R-241226,resistance,70.31,3,2.3998993174009366,15m,placebo,break,XAUUSD.a
101591,15m-R-241226,resistance,70.31,3,2.3998993174009366,15m,random,hold,XAUUSD.a
49364,15m-R-241229,resistance,69.66,3,2.3998993174009366,15m,line,break,XAUUSD.a
49364,15m-R-241229,resistance,69.66,3,2.3998993174009366,15m,placebo,break,XAUUSD.a
2648,15m-R-241229,resistance,69.66,3,2.3998993174009366,15m,random,break,XAUUSD.a
49364,15m-R-241231,resistance,68.61,3,2.3998993174009366,15m,line,break,XAUUSD.a
49364,15m-R-241231,resistance,68.61,3,2.3998993174009366,15m,placebo,hold,XAUUSD.a
38904,15m-R-241231,resistance,68.61,3,2.3998993174009366,15m,random,hold,XAUUSD.a
49405,15m-S-241486,support,86.88,4,1.2942548125645348,15m,line,hold,XAUUSD.a
49405,15m-S-241486,support,86.88,4,1.2942548125645348,15m,placebo,hold,XAUUSD.a
132653,15m-S-241486,support,86.88,4,1.2942548125645348,15m,random,break,XAUUSD.a
49453,15m-R-241733,resistance,83.4,3,2.1864121332519764,15m,line,hold,XAUUSD.a
49453,15m-R-241733,resistance,83.4,3,2.1864121332519764,15m,placebo,hold,XAUUSD.a
35751,15m-R-241733,resistance,83.4,3,2.1864121332519764,15m,random,break,XAUUSD.a
49453,15m-R-241734,resistance,82.95,3,2.1864121332519764,15m,line,hold,XAUUSD.a
49453,15m-R-241734,resistance,82.95,3,2.1864121332519764,15m,placebo,break,XAUUSD.a
158640,15m-R-241734,resistance,82.95,3,2.1864121332519764,15m,random,break,XAUUSD.a
49453,15m-R-241735,resistance,82.65,3,2.1864121332519764,15m,line,hold,XAUUSD.a
49453,15m-R-241735,resistance,82.65,3,2.1864121332519764,15m,placebo,break,XAUUSD.a
101584,15m-R-241735,resistance,82.65,3,2.1864121332519764,15m,random,break,XAUUSD.a
49453,15m-R-241736,resistance,82.4,3,2.1864121332519764,15m,line,hold,XAUUSD.a
49453,15m-R-241736,resistance,82.4,3,2.1864121332519764,15m,placebo,break,XAUUSD.a
119429,15m-R-241736,resistance,82.4,3,2.1864121332519764,15m,random,hold,XAUUSD.a
49453,15m-R-241737,resistance,81.9,3,2.1864121332519764,15m,line,hold,XAUUSD.a
49453,15m-R-241737,resistance,81.9,3,2.1864121332519764,15m,placebo,break,XAUUSD.a
106732,15m-R-241737,resistance,81.9,3,2.1864121332519764,15m,random,break,XAUUSD.a
49453,15m-R-241738,resistance,81.7,3,2.1864121332519764,15m,line,hold,XAUUSD.a
49453,15m-R-241738,resistance,81.7,3,2.1864121332519764,15m,placebo,hold,XAUUSD.a
144225,15m-R-241738,resistance,81.7,3,2.1864121332519764,15m,random,hold,XAUUSD.a
49453,15m-R-241739,resistance,81.5,3,2.1864121332519764,15m,line,hold,XAUUSD.a
49453,15m-R-241739,resistance,81.5,3,2.1864121332519764,15m,placebo,hold,XAUUSD.a
182026,15m-R-241739,resistance,81.5,3,2.1864121332519764,15m,random,hold,XAUUSD.a
49453,15m-R-241740,resistance,81.25,3,2.1864121332519764,15m,line,hold,XAUUSD.a
49453,15m-R-241740,resistance,81.25,3,2.1864121332519764,15m,placebo,break,XAUUSD.a
16140,15m-R-241740,resistance,81.25,3,2.1864121332519764,15m,random,hold,XAUUSD.a
49453,15m-R-241741,resistance,80.6,3,2.1864121332519764,15m,line,hold,XAUUSD.a
49453,15m-R-241741,resistance,80.6,3,2.1864121332519764,15m,placebo,break,XAUUSD.a
54674,15m-R-241741,resistance,80.6,3,2.1864121332519764,15m,random,hold,XAUUSD.a
49463,15m-R-241733,resistance,81.82,3,2.0778718518007557,15m,line,break,XAUUSD.a
49463,15m-R-241733,resistance,81.82,3,2.0778718518007557,15m,placebo,hold,XAUUSD.a
167001,15m-R-241733,resistance,81.82,3,2.0778718518007557,15m,random,hold,XAUUSD.a
49463,15m-R-241734,resistance,81.37,3,2.0778718518007557,15m,line,break,XAUUSD.a
49463,15m-R-241734,resistance,81.37,3,2.0778718518007557,15m,placebo,hold,XAUUSD.a
185731,15m-R-241734,resistance,81.37,3,2.0778718518007557,15m,random,break,XAUUSD.a
49463,15m-R-241735,resistance,81.07,3,2.0778718518007557,15m,line,break,XAUUSD.a
49463,15m-R-241735,resistance,81.07,3,2.0778718518007557,15m,placebo,break,XAUUSD.a
131858,15m-R-241735,resistance,81.07,3,2.0778718518007557,15m,random,break,XAUUSD.a
49463,15m-R-241736,resistance,80.82,3,2.0778718518007557,15m,line,break,XAUUSD.a
49463,15m-R-241736,resistance,80.82,3,2.0778718518007557,15m,placebo,hold,XAUUSD.a
73258,15m-R-241736,resistance,80.82,3,2.0778718518007557,15m,random,hold,XAUUSD.a
49463,15m-R-241737,resistance,80.32,3,2.0778718518007557,15m,line,break,XAUUSD.a
49463,15m-R-241737,resistance,80.32,3,2.0778718518007557,15m,placebo,hold,XAUUSD.a
6290,15m-R-241737,resistance,80.32,3,2.0778718518007557,15m,random,hold,XAUUSD.a
49463,15m-R-241738,resistance,80.12,3,2.0778718518007557,15m,line,break,XAUUSD.a
49463,15m-R-241738,resistance,80.12,3,2.0778718518007557,15m,placebo,hold,XAUUSD.a
74104,15m-R-241738,resistance,80.12,3,2.0778718518007557,15m,random,hold,XAUUSD.a
49463,15m-R-241739,resistance,79.92,3,2.0778718518007557,15m,line,break,XAUUSD.a
49463,15m-R-241739,resistance,79.92,3,2.0778718518007557,15m,placebo,hold,XAUUSD.a
10644,15m-R-241739,resistance,79.92,3,2.0778718518007557,15m,random,break,XAUUSD.a
49463,15m-R-241740,resistance,79.67,3,2.0778718518007557,15m,line,break,XAUUSD.a
49463,15m-R-241740,resistance,79.67,3,2.0778718518007557,15m,placebo,hold,XAUUSD.a
108783,15m-R-241740,resistance,79.67,3,2.0778718518007557,15m,random,break,XAUUSD.a
49463,15m-R-241741,resistance,79.02,3,2.0778718518007557,15m,line,break,XAUUSD.a
49463,15m-R-241741,resistance,79.02,3,2.0778718518007557,15m,placebo,hold,XAUUSD.a
2902,15m-R-241741,resistance,79.02,3,2.0778718518007557,15m,random,break,XAUUSD.a
49468,15m-R-241742,resistance,94.22,4,1.8215096267006827,15m,line,break,XAUUSD.a
49468,15m-R-241742,resistance,94.22,4,1.8215096267006827,15m,placebo,hold,XAUUSD.a
158248,15m-R-241742,resistance,94.22,4,1.8215096267006827,15m,random,break,XAUUSD.a
49468,15m-R-241743,resistance,78.42,3,1.8215096267006827,15m,line,break,XAUUSD.a
49468,15m-R-241743,resistance,78.42,3,1.8215096267006827,15m,placebo,break,XAUUSD.a
75499,15m-R-241743,resistance,78.42,3,1.8215096267006827,15m,random,break,XAUUSD.a
49504,15m-S-241816,support,63.21,3,1.0212546505231035,15m,line,break,XAUUSD.a
49504,15m-S-241816,support,63.21,3,1.0212546505231035,15m,placebo,hold,XAUUSD.a
185688,15m-S-241816,support,63.21,3,1.0212546505231035,15m,random,hold,XAUUSD.a
49506,15m-S-241817,support,61.97,3,0.9486328364204318,15m,line,break,XAUUSD.a
49506,15m-S-241817,support,61.97,3,0.9486328364204318,15m,placebo,break,XAUUSD.a
123353,15m-S-241817,support,61.97,3,0.9486328364204318,15m,random,hold,XAUUSD.a
49511,15m-S-241814,support,81.65,4,0.943144228842631,15m,line,break,XAUUSD.a
49511,15m-S-241814,support,81.65,4,0.943144228842631,15m,placebo,break,XAUUSD.a
128818,15m-S-241814,support,81.65,4,0.943144228842631,15m,random,hold,XAUUSD.a
49517,15m-R-242132,resistance,86.25,3,1.2709248620467115,15m,line,break,XAUUSD.a
49517,15m-R-242132,resistance,86.25,3,1.2709248620467115,15m,placebo,hold,XAUUSD.a
9865,15m-R-242132,resistance,86.25,3,1.2709248620467115,15m,random,hold,XAUUSD.a
49517,15m-R-242133,resistance,85.6,3,1.2709248620467115,15m,line,break,XAUUSD.a
49517,15m-R-242133,resistance,85.6,3,1.2709248620467115,15m,placebo,break,XAUUSD.a
42367,15m-R-242133,resistance,85.6,3,1.2709248620467115,15m,random,hold,XAUUSD.a
49517,15m-R-242134,resistance,85.2,3,1.2709248620467115,15m,line,break,XAUUSD.a
49517,15m-R-242134,resistance,85.2,3,1.2709248620467115,15m,placebo,break,XAUUSD.a
166100,15m-R-242134,resistance,85.2,3,1.2709248620467115,15m,random,break,XAUUSD.a
49517,15m-R-242135,resistance,84.5,3,1.2709248620467115,15m,line,hold,XAUUSD.a
49517,15m-R-242135,resistance,84.5,3,1.2709248620467115,15m,placebo,break,XAUUSD.a
192974,15m-R-242135,resistance,84.5,3,1.2709248620467115,15m,random,hold,XAUUSD.a
49517,15m-R-242150,resistance,75.3,3,1.2709248620467115,15m,line,hold,XAUUSD.a
49517,15m-R-242150,resistance,75.3,3,1.2709248620467115,15m,placebo,break,XAUUSD.a
152071,15m-R-242150,resistance,75.3,3,1.2709248620467115,15m,random,break,XAUUSD.a
49517,15m-R-242151,resistance,74.9,3,1.2709248620467115,15m,line,hold,XAUUSD.a
49517,15m-R-242151,resistance,74.9,3,1.2709248620467115,15m,placebo,hold,XAUUSD.a
8361,15m-R-242151,resistance,74.9,3,1.2709248620467115,15m,random,break,XAUUSD.a
49517,15m-R-242153,resistance,73.8,3,1.2709248620467115,15m,line,hold,XAUUSD.a
49517,15m-R-242153,resistance,73.8,3,1.2709248620467115,15m,placebo,break,XAUUSD.a
163721,15m-R-242153,resistance,73.8,3,1.2709248620467115,15m,random,hold,XAUUSD.a
49517,15m-R-242154,resistance,73.45,3,1.2709248620467115,15m,line,break,XAUUSD.a
49517,15m-R-242154,resistance,73.45,3,1.2709248620467115,15m,placebo,hold,XAUUSD.a
104900,15m-R-242154,resistance,73.45,3,1.2709248620467115,15m,random,hold,XAUUSD.a
49524,15m-R-242138,resistance,82.07,3,1.4982146002077754,15m,line,break,XAUUSD.a
49524,15m-R-242138,resistance,82.07,3,1.4982146002077754,15m,placebo,hold,XAUUSD.a
58714,15m-R-242138,resistance,82.07,3,1.4982146002077754,15m,random,hold,XAUUSD.a
49525,15m-R-242136,resistance,95.21,4,1.459770700192937,15m,line,break,XAUUSD.a
49525,15m-R-242136,resistance,95.21,4,1.459770700192937,15m,placebo,break,XAUUSD.a
40740,15m-R-242136,resistance,95.21,4,1.459770700192937,15m,random,hold,XAUUSD.a
49525,15m-R-242137,resistance,94.71,4,1.459770700192937,15m,line,break,XAUUSD.a
49525,15m-R-242137,resistance,94.71,4,1.459770700192937,15m,placebo,break,XAUUSD.a
197662,15m-R-242137,resistance,94.71,4,1.459770700192937,15m,random,hold,XAUUSD.a
49525,15m-R-242146,resistance,90.61,4,1.459770700192937,15m,line,break,XAUUSD.a
49525,15m-R-242146,resistance,90.61,4,1.459770700192937,15m,placebo,hold,XAUUSD.a
116196,15m-R-242146,resistance,90.61,4,1.459770700192937,15m,random,break,XAUUSD.a
49525,15m-R-242141,resistance,78.36,3,1.459770700192937,15m,line,hold,XAUUSD.a
49525,15m-R-242141,resistance,78.36,3,1.459770700192937,15m,placebo,hold,XAUUSD.a
24466,15m-R-242141,resistance,78.36,3,1.459770700192937,15m,random,hold,XAUUSD.a
49525,15m-R-242142,resistance,78.16,3,1.459770700192937,15m,line,hold,XAUUSD.a
49525,15m-R-242142,resistance,78.16,3,1.459770700192937,15m,placebo,hold,XAUUSD.a
104627,15m-R-242142,resistance,78.16,3,1.459770700192937,15m,random,break,XAUUSD.a
49525,15m-R-242147,resistance,76.41,3,1.459770700192937,15m,line,hold,XAUUSD.a
49525,15m-R-242147,resistance,76.41,3,1.459770700192937,15m,placebo,break,XAUUSD.a
29078,15m-R-242147,resistance,76.41,3,1.459770700192937,15m,random,break,XAUUSD.a
49525,15m-R-242148,resistance,75.91,3,1.459770700192937,15m,line,hold,XAUUSD.a
49525,15m-R-242148,resistance,75.91,3,1.459770700192937,15m,placebo,hold,XAUUSD.a
50312,15m-R-242148,resistance,75.91,3,1.459770700192937,15m,random,break,XAUUSD.a
49542,15m-R-242232,resistance,98.81,4,2.0887695763521648,15m,line,break,XAUUSD.a
49542,15m-R-242232,resistance,98.81,4,2.0887695763521648,15m,placebo,hold,XAUUSD.a
115411,15m-R-242232,resistance,98.81,4,2.0887695763521648,15m,random,break,XAUUSD.a
49649,15m-R-242556,resistance,82.43,3,1.4282832927854536,15m,line,hold,XAUUSD.a
49649,15m-R-242556,resistance,82.43,3,1.4282832927854536,15m,placebo,break,XAUUSD.a
142954,15m-R-242556,resistance,82.43,3,1.4282832927854536,15m,random,hold,XAUUSD.a
49649,15m-R-242557,resistance,82.13,3,1.4282832927854536,15m,line,hold,XAUUSD.a
49649,15m-R-242557,resistance,82.13,3,1.4282832927854536,15m,placebo,hold,XAUUSD.a
120840,15m-R-242557,resistance,82.13,3,1.4282832927854536,15m,random,break,XAUUSD.a
49660,15m-S-242606,support,79.8,3,1.1535896041344278,15m,line,break,XAUUSD.a
49660,15m-S-242606,support,79.8,3,1.1535896041344278,15m,placebo,hold,XAUUSD.a
149583,15m-S-242606,support,79.8,3,1.1535896041344278,15m,random,break,XAUUSD.a
49660,15m-S-242608,support,78.85,3,1.1535896041344278,15m,line,hold,XAUUSD.a
49660,15m-S-242608,support,78.85,3,1.1535896041344278,15m,placebo,break,XAUUSD.a
59135,15m-S-242608,support,78.85,3,1.1535896041344278,15m,random,hold,XAUUSD.a
49660,15m-S-242609,support,78.4,3,1.1535896041344278,15m,line,break,XAUUSD.a
49660,15m-S-242609,support,78.4,3,1.1535896041344278,15m,placebo,break,XAUUSD.a
165986,15m-S-242609,support,78.4,3,1.1535896041344278,15m,random,hold,XAUUSD.a
49660,15m-S-242610,support,78.1,3,1.1535896041344278,15m,line,break,XAUUSD.a
49660,15m-S-242610,support,78.1,3,1.1535896041344278,15m,placebo,break,XAUUSD.a
99930,15m-S-242610,support,78.1,3,1.1535896041344278,15m,random,hold,XAUUSD.a
49661,15m-S-242607,support,95.46,4,1.1590474895533984,15m,line,hold,XAUUSD.a
49661,15m-S-242607,support,95.46,4,1.1590474895533984,15m,placebo,break,XAUUSD.a
61737,15m-S-242607,support,95.46,4,1.1590474895533984,15m,random,hold,XAUUSD.a
49716,15m-R-242833,resistance,87.35,3,1.2326525925142156,15m,line,break,XAUUSD.a
49716,15m-R-242833,resistance,87.35,3,1.2326525925142156,15m,placebo,break,XAUUSD.a
32178,15m-R-242833,resistance,87.35,3,1.2326525925142156,15m,random,break,XAUUSD.a
49716,15m-R-242835,resistance,86.7,3,1.2326525925142156,15m,line,break,XAUUSD.a
49716,15m-R-242835,resistance,86.7,3,1.2326525925142156,15m,placebo,hold,XAUUSD.a
54896,15m-R-242835,resistance,86.7,3,1.2326525925142156,15m,random,hold,XAUUSD.a
49719,15m-R-242943,resistance,91.85,4,1.1745800822717658,15m,line,break,XAUUSD.a
49719,15m-R-242943,resistance,91.85,4,1.1745800822717658,15m,placebo,hold,XAUUSD.a
57708,15m-R-242943,resistance,91.85,4,1.1745800822717658,15m,random,hold,XAUUSD.a
49720,15m-R-242834,resistance,98.96,4,1.150681504966634,15m,line,break,XAUUSD.a
49720,15m-R-242834,resistance,98.96,4,1.150681504966634,15m,placebo,hold,XAUUSD.a
140194,15m-R-242834,resistance,98.96,4,1.150681504966634,15m,random,hold,XAUUSD.a
49720,15m-R-242933,resistance,84.05,3,1.150681504966634,15m,line,break,XAUUSD.a
49720,15m-R-242933,resistance,84.05,3,1.150681504966634,15m,placebo,hold,XAUUSD.a
46761,15m-R-242933,resistance,84.05,3,1.150681504966634,15m,random,break,XAUUSD.a
49720,15m-R-242934,resistance,83.65,3,1.150681504966634,15m,line,break,XAUUSD.a
49720,15m-R-242934,resistance,83.65,3,1.150681504966634,15m,placebo,break,XAUUSD.a
70631,15m-R-242934,resistance,83.65,3,1.150681504966634,15m,random,break,XAUUSD.a
49720,15m-R-242935,resistance,83.35,3,1.150681504966634,15m,line,break,XAUUSD.a
49720,15m-R-242935,resistance,83.35,3,1.150681504966634,15m,placebo,hold,XAUUSD.a
109456,15m-R-242935,resistance,83.35,3,1.150681504966634,15m,random,hold,XAUUSD.a
49720,15m-R-242936,resistance,82.55,3,1.150681504966634,15m,line,break,XAUUSD.a
49720,15m-R-242936,resistance,82.55,3,1.150681504966634,15m,placebo,break,XAUUSD.a
165042,15m-R-242936,resistance,82.55,3,1.150681504966634,15m,random,hold,XAUUSD.a
49720,15m-R-242938,resistance,81.5,3,1.150681504966634,15m,line,break,XAUUSD.a
49720,15m-R-242938,resistance,81.5,3,1.150681504966634,15m,placebo,hold,XAUUSD.a
152157,15m-R-242938,resistance,81.5,3,1.150681504966634,15m,random,break,XAUUSD.a
49720,15m-R-242939,resistance,81.1,3,1.150681504966634,15m,line,break,XAUUSD.a
49720,15m-R-242939,resistance,81.1,3,1.150681504966634,15m,placebo,hold,XAUUSD.a
32490,15m-R-242939,resistance,81.1,3,1.150681504966634,15m,random,hold,XAUUSD.a
49720,15m-R-242940,resistance,80.6,3,1.150681504966634,15m,line,break,XAUUSD.a
49720,15m-R-242940,resistance,80.6,3,1.150681504966634,15m,placebo,hold,XAUUSD.a
127626,15m-R-242940,resistance,80.6,3,1.150681504966634,15m,random,hold,XAUUSD.a
49720,15m-R-242941,resistance,80.05,3,1.150681504966634,15m,line,break,XAUUSD.a
49720,15m-R-242941,resistance,80.05,3,1.150681504966634,15m,placebo,break,XAUUSD.a
9344,15m-R-242941,resistance,80.05,3,1.150681504966634,15m,random,break,XAUUSD.a
49720,15m-R-242942,resistance,79.65,3,1.150681504966634,15m,line,break,XAUUSD.a
49720,15m-R-242942,resistance,79.65,3,1.150681504966634,15m,placebo,break,XAUUSD.a
2007,15m-R-242942,resistance,79.65,3,1.150681504966634,15m,random,break,XAUUSD.a
49784,15m-S-243207,support,95.06,4,0.7923148881348084,15m,line,break,XAUUSD.a
49784,15m-S-243207,support,95.06,4,0.7923148881348084,15m,placebo,break,XAUUSD.a
42688,15m-S-243207,support,95.06,4,0.7923148881348084,15m,random,hold,XAUUSD.a
49784,15m-S-243205,support,81.86,3,0.7923148881348084,15m,line,break,XAUUSD.a
49784,15m-S-243205,support,81.86,3,0.7923148881348084,15m,placebo,hold,XAUUSD.a
43354,15m-S-243205,support,81.86,3,0.7923148881348084,15m,random,break,XAUUSD.a
49804,15m-R-243236,resistance,88.27,5,1.2646307387394142,15m,line,hold,XAUUSD.a
49804,15m-R-243236,resistance,88.27,5,1.2646307387394142,15m,placebo,hold,XAUUSD.a
